"","time","Cori.mean","Cori.025","Cori.975"
"1",2,NA,NA,NA
"2",3,NA,NA,NA
"3",4,NA,NA,NA
"4",5,NA,NA,NA
"5",6,NA,NA,NA
"6",7,NA,NA,NA
"7",8,2.26781567069518,1.53224425733367,3.1569576196903
"8",9,2.34934118313058,1.54690504640558,3.37489540456921
"9",10,2.19311470934957,1.48293205344308,3.06744436305626
"10",11,2.13827920025679,1.47847396911944,2.95377728760317
"11",12,2.1334855197338,1.52848010777792,2.88784358742223
"12",13,2.06310350944406,1.48293996232372,2.74226728357604
"13",14,2.06045758693156,1.51925356154967,2.72311770162306
"14",15,2.04773343736528,1.53109063695454,2.67252587471461
"15",16,2.0164676769112,1.52426409528123,2.5878535600672
"16",17,2.03364627134303,1.53278422531967,2.61384146574884
"17",18,2.01694460558617,1.56537615106887,2.57260618405798
"18",19,2.01074845056464,1.56794865703521,2.52589748845929
"19",20,2.00874762632546,1.59295661304648,2.50234254284438
"20",21,2.00029648586845,1.60258582403246,2.47700419540236
"21",22,1.99288176440521,1.60996900451612,2.46025472769739
"22",23,1.99686569144514,1.62423684613534,2.45623179784937
"23",24,1.9914766908955,1.63072474604266,2.42310484474251
"24",25,1.99487869526429,1.64400281831612,2.41712800098539
"25",26,1.99030131185168,1.65970450861539,2.3955666271524
"26",27,1.99383950381252,1.6653874616337,2.40258844321444
"27",28,1.99291231912551,1.67932635698644,2.38600254963102
"28",29,1.98818959385654,1.671882345989,2.37203013590578
"29",30,1.99300301866872,1.69770597287172,2.35614947707814
"30",31,1.98663738512605,1.69329285885294,2.35201968930018
"31",32,1.98994756349265,1.70623744364134,2.34060211360352
"32",33,1.98429157133055,1.71065176937113,2.32548168248806
"33",34,1.98379485786393,1.71389222157419,2.31782457444781
"34",35,1.98314828848824,1.71921127470857,2.31799245255558
"35",36,1.9833465737091,1.72345521135325,2.31631393926152
"36",37,1.98440881202983,1.73220463052477,2.30284888674645
"37",38,1.98261814200713,1.73411015192872,2.29402194155217
"38",39,1.98055420812923,1.74272971536258,2.28482603414219
"39",40,1.98158855853194,1.74758765809699,2.27893499415016
"40",41,1.98145226568513,1.74746236792583,2.27759309844948
"41",42,1.97704522167756,1.75054439717853,2.27899809281438
"42",43,1.97690669051509,1.75287712128093,2.27176718914671
"43",44,1.97587054583525,1.75460318591359,2.27084762674711
"44",45,1.97668091889776,1.757690422766,2.2604837707733
"45",46,1.97380540890708,1.76279694850074,2.2580996915748
"46",47,1.97335234164222,1.76109104619029,2.25060281939316
"47",48,1.97086947580392,1.76302168780222,2.24936437832371
"48",49,1.96722274672653,1.75989905237643,2.24055888352735
"49",50,1.96458208022447,1.76048351542685,2.2352857561529
"50",51,1.96386802996479,1.76538676721975,2.23516114723147
"51",52,1.96055459595259,1.76584553097815,2.23025254492388
"52",53,1.95827912280175,1.76529079346322,2.22274750085882
"53",54,1.95484234090829,1.76076898429927,2.22005700420704
"54",55,1.95202913218779,1.76104761251911,2.21558567246394
"55",56,1.9484103229792,1.76164240140637,2.20867609778383
"56",57,1.94311960476503,1.75639558414619,2.20386689207718
"57",58,1.93852066789271,1.75385993818589,2.19376625071689
"58",59,1.93327955263689,1.75148528883635,2.18015540206753
"59",60,1.92783705628313,1.74802678319398,2.17286905241757
"60",61,1.92118844169595,1.74461250106396,2.16646675645979
"61",62,1.83070623472427,1.66169044410754,2.06190007017818
"62",63,1.65786830128388,1.51221030259103,1.86322934586625
"63",64,1.48623166171105,1.36671408488809,1.65515710372775
"64",65,1.31805238899853,1.22540336190474,1.44483170367459
"65",66,1.15320898683546,1.0891251664317,1.24200815629676
"66",67,0.990598002248229,0.944755479946363,1.04606913314873
"67",68,0.82968190296153,0.793313102942377,0.866128913253526
"68",69,0.750174920781311,0.715436658697606,0.784228593741545
"69",70,0.75280170113962,0.709617274032102,0.793733300392255
"70",71,0.755674268422342,0.703202046217044,0.802976614125779
"71",72,0.756890070814066,0.699894624681535,0.80734706604975
"72",73,0.757123595157732,0.696373191382978,0.808509543126193
"73",74,0.756609757174682,0.6975569905863,0.806707498506653
"74",75,0.755389580056655,0.696822926199144,0.803667719308787
"75",76,0.754121708494748,0.697931313301047,0.802282738963587
