"","time","Cori.mean","Cori.025","Cori.975"
"1",2,NA,NA,NA
"2",3,NA,NA,NA
"3",4,NA,NA,NA
"4",5,NA,NA,NA
"5",6,NA,NA,NA
"6",7,NA,NA,NA
"7",8,2.69630919597329,1.78544757279434,3.8214454624968
"8",9,2.79112755572375,1.80102490574529,4.04871411006335
"9",10,2.60206378920131,1.77751440111999,3.66788287248199
"10",11,2.45532273872079,1.69524170853003,3.35978644884486
"11",12,2.360778911,1.64622183919815,3.17616805459743
"12",13,2.30899188551702,1.66361340447416,3.07231817061413
"13",14,2.25444037672655,1.63821380556911,2.96238164785398
"14",15,2.21714388378968,1.66518769849363,2.87699870426593
"15",16,2.17740276905327,1.64671736427831,2.79294796619555
"16",17,2.16459410476526,1.66245730390036,2.74533247301201
"17",18,2.15665457895888,1.65081651011048,2.71181171587622
"18",19,2.15618135147759,1.70885055525923,2.66993737140163
"19",20,2.14160462274552,1.69921282963003,2.64079699026531
"20",21,2.13685766993778,1.71744071027701,2.61824211222291
"21",22,2.12798431773853,1.71859638796675,2.60141054795966
"22",23,2.12168523617951,1.72992245152524,2.56358889041946
"23",24,2.12856298545378,1.75332274301655,2.5516904008184
"24",25,2.11961501816349,1.76670617959225,2.52224228170155
"25",26,2.11535118659999,1.7651096062115,2.50853429581071
"26",27,2.1171099810703,1.77595655801073,2.50196304851041
"27",28,2.12168804903155,1.79080143404106,2.47875915123194
"28",29,2.12087879009828,1.79861950569166,2.47630772256667
"29",30,2.11914441454069,1.80434731790958,2.46599978627357
"30",31,2.11633596633258,1.81462707628037,2.45471645237222
"31",32,2.11605339167902,1.81833867706859,2.44797544957517
"32",33,2.11273975048317,1.81846105469158,2.43071027914349
"33",34,2.11273976015903,1.82085829758468,2.43627130800302
"34",35,2.11056706622545,1.82908595222785,2.42312448368581
"35",36,2.11011266627085,1.83423444248754,2.41470942057648
"36",37,2.10774896903121,1.83883886285648,2.3989519007293
"37",38,2.10705312848496,1.83690459536377,2.41085321404171
"38",39,2.10430341035093,1.84537589884895,2.39245767652638
"39",40,2.10602028614531,1.84872688561537,2.39072217138218
"40",41,2.10375299260364,1.85000460303386,2.38730121504674
"41",42,2.10185499696083,1.85195465285545,2.38089620501541
"42",43,2.09966099982675,1.84948540121975,2.3792060016965
"43",44,2.09682181626528,1.85567024514101,2.37374447087971
"44",45,2.09408514593538,1.84863793733603,2.36683283999608
"45",46,2.09236442088041,1.85315641645081,2.35868001818125
"46",47,2.09027124140773,1.85140441571005,2.35787729524955
"47",48,2.08629076869049,1.85011891496277,2.35073013336669
"48",49,2.08271878746825,1.85149341289303,2.34188523965362
"49",50,2.07858566594485,1.84750496346994,2.34386540242635
"50",51,2.07488604471923,1.85008614909165,2.33709783674876
"51",52,2.07086712423969,1.84578661074588,2.33217345375537
"52",53,2.06453931797819,1.84326732954813,2.31470195332904
"53",54,2.05872830551324,1.83546125499311,2.30738870247326
"54",55,2.05186869628262,1.8338778466341,2.29760421424639
"55",56,2.04499088563166,1.83216792873055,2.29055191482229
"56",57,2.03676571373055,1.82490029203173,2.28479549525051
"57",58,2.0282887729337,1.81990623819418,2.26797329989168
"58",59,2.01812112057373,1.81208674446048,2.25245537218441
"59",60,2.00748017936406,1.8059219592201,2.24045153816156
"60",61,1.99571228427802,1.79601572000338,2.22645156048032
"61",62,1.89425231450892,1.70575489798197,2.1066528646053
"62",63,1.70285466359808,1.54135390855239,1.88864866213595
"63",64,1.5076254519598,1.38043806980254,1.66116405757891
"64",65,1.31696300776858,1.22204705274146,1.43159194530005
"65",66,1.13192656797134,1.0644139393564,1.21374824065253
"66",67,0.954192006343699,0.905636576807669,1.00923158053823
"67",68,0.78354015208904,0.745457528444699,0.823021958847491
"68",69,0.694474275217683,0.65851528412431,0.727177504446562
"69",70,0.685642541435032,0.646407434992213,0.723498912681137
"70",71,0.681589469115484,0.634915691851175,0.727102683961812
"71",72,0.679836492894253,0.630280753963481,0.728697673327908
"72",73,0.680108972083966,0.629242419427331,0.729609383754014
"73",74,0.681647943897031,0.628837716247713,0.731390543955635
"74",75,0.683288629937349,0.63285621915085,0.732846003677319
"75",76,0.68555648229588,0.636680119824798,0.732966050822863
