"","time","Cori.mean","Cori.025","Cori.975"
"1",2,NA,NA,NA
"2",3,NA,NA,NA
"3",4,NA,NA,NA
"4",5,NA,NA,NA
"5",6,NA,NA,NA
"6",7,NA,NA,NA
"7",8,2.75328522061054,1.81884407486532,3.91435428315466
"8",9,2.83540927329391,1.87452712503972,4.0618244063932
"9",10,2.63425559547494,1.77142009676265,3.69517158827694
"10",11,2.47187440235811,1.71979446510186,3.41498866054833
"11",12,2.39561605900255,1.67018523799614,3.2503821079804
"12",13,2.34167774800407,1.67524609328413,3.10400490213198
"13",14,2.28336033030644,1.68699907672719,2.98944577048004
"14",15,2.25285670149333,1.68933693502375,2.9149000898451
"15",16,2.20180993930645,1.67145401861576,2.81909971162244
"16",17,2.1878017371656,1.67572581175161,2.75789466691369
"17",18,2.17462857616935,1.70134270722307,2.70489374257732
"18",19,2.1713580697586,1.69907113854617,2.70625216949714
"19",20,2.16531352255173,1.71076514824203,2.66062597575916
"20",21,2.15804063497518,1.72856986721521,2.61750348697258
"21",22,2.14982553173186,1.74054850674498,2.59146874736568
"22",23,2.13839545664925,1.7498630683688,2.5629278898758
"23",24,2.15447859456041,1.76892760184035,2.55970062929888
"24",25,2.14329957704306,1.76222208071183,2.54609302739215
"25",26,2.14025829900989,1.78396615900368,2.51309814412304
"26",27,2.13890637657398,1.7942863003182,2.51076744703487
"27",28,2.13852683417145,1.80265640319716,2.4949953581127
"28",29,2.14112301422393,1.80627541468082,2.49100782140877
"29",30,2.13907011666158,1.80881537787032,2.46772378201611
"30",31,2.13847060657404,1.81026927830358,2.45480981947146
"31",32,2.13552738627559,1.82005827867812,2.44287139436152
"32",33,2.13504512271564,1.82938255329928,2.43222155483941
"33",34,2.13176207190733,1.8265352817385,2.42238326625847
"34",35,2.13093369885651,1.835385134652,2.41506018658042
"35",36,2.13302080617421,1.83681701400171,2.40936664561532
"36",37,2.13065042310916,1.84009372473353,2.39926989650579
"37",38,2.12804141330387,1.83984550809958,2.39208578875359
"38",39,2.12786070131796,1.84563364143804,2.39102752773521
"39",40,2.12661161717473,1.84200823068262,2.38240787127776
"40",41,2.12372187940248,1.84439959470388,2.37800501319821
"41",42,2.1219146381216,1.84388511694834,2.36343289419033
"42",43,2.12188870121563,1.85203901750181,2.3624671128082
"43",44,2.11910634840269,1.83918638605974,2.35849020196835
"44",45,2.11588600784949,1.84366290903332,2.35531723999651
"45",46,2.1135963890975,1.84545173070164,2.34702296236005
"46",47,2.11062859725076,1.84404629525893,2.34068282739474
"47",48,2.10816030894427,1.84123501737415,2.33826590713148
"48",49,2.10486510911737,1.8434206269817,2.33135510099134
"49",50,2.10007150999211,1.83422314456113,2.32259825213141
"50",51,2.0956632926233,1.83926473437824,2.31426648442737
"51",52,2.09096892828493,1.833453045008,2.30674936980443
"52",53,2.08579388930759,1.82903223262688,2.30207801708842
"53",54,2.07963142368549,1.82208299466036,2.29289419286618
"54",55,2.07269927943436,1.81866887924989,2.28020956289347
"55",56,2.06597658711754,1.8187964278496,2.27088929764463
"56",57,2.05776561010715,1.81106857915505,2.2653129217004
"57",58,2.04805204748672,1.8045903494596,2.24826928361933
"58",59,2.03818526619853,1.79712565642195,2.23773062354761
"59",60,2.02657430804842,1.78787823236254,2.22515223853613
"60",61,2.01511372717423,1.7793043178935,2.20861217245756
"61",62,1.91273557609322,1.69165863509114,2.099681424662
"62",63,1.71915895175459,1.53083937686437,1.87859552231973
"63",64,1.52169831244617,1.37279791282625,1.64846323585944
"64",65,1.32767438851509,1.22219715793998,1.41971420175939
"65",66,1.1395370091953,1.06789142871896,1.20425899021232
"66",67,0.959009837967965,0.911554127409158,1.00084256232543
"67",68,0.786297369085731,0.7494037967537,0.816443356823863
"68",69,0.695871609744328,0.660964141758795,0.726384346314474
"69",70,0.685846212047521,0.646427399962595,0.72767134675144
"70",71,0.6804972926329,0.635928724904236,0.732330307023366
"71",72,0.67820810362307,0.630243232621231,0.735193206383677
"72",73,0.677750496506495,0.629691204211761,0.736284571946181
"73",74,0.678882789250545,0.630484769170626,0.737620902732001
"74",75,0.68045836466724,0.633543249162897,0.736812052872169
"75",76,0.682082033176018,0.637109610734746,0.736640139854344
