"","time","Cori.mean","Cori.025","Cori.975"
"1",2,NA,NA,NA
"2",3,NA,NA,NA
"3",4,NA,NA,NA
"4",5,NA,NA,NA
"5",6,NA,NA,NA
"6",7,NA,NA,NA
"7",8,3.84796752773945,2.93998978037084,5.04287427588521
"8",9,4.28981748621885,3.06531327541907,6.01211250679219
"9",10,4.20899219577248,3.08055976609679,5.80368738117858
"10",11,4.1660970569898,3.0902514350049,5.6676003788395
"11",12,4.13938681827267,3.07372430250358,5.6066959086812
"12",13,4.11335496530954,3.05881186106133,5.51874382694099
"13",14,4.10241435230769,3.07240911710512,5.51954836269207
"14",15,4.08936122253703,3.09725316695947,5.51058838350779
"15",16,4.08908173469007,3.08883299198522,5.48838313410069
"16",17,4.08496692928723,3.09970871308354,5.51092588399721
"17",18,4.08045626955573,3.10436419956186,5.51302203380626
"18",19,4.07414643103925,3.09841430875558,5.50745898185458
"19",20,4.06852379468434,3.09218986579735,5.51801119291735
"20",21,4.05711142426988,3.08318598909679,5.49809325372397
"21",22,4.0497226100552,3.09240403979029,5.50916920203696
"22",23,4.03689829592893,3.0875556543368,5.46350037629022
"23",24,4.02054654672081,3.07216155365437,5.44135488710623
"24",25,4.00133856471259,3.05456376954907,5.40829563252966
"25",26,3.9764403088329,3.04438195615706,5.38117658737299
"26",27,3.94387247249609,3.02067975604796,5.33048424066523
"27",28,3.90277650043206,3.00272070005267,5.26200964500621
"28",29,3.85242846280952,2.96824743633041,5.18280437607527
"29",30,3.78842388967621,2.93272356042905,5.08516694961595
"30",31,3.71087337006461,2.8801444446405,4.95951258839508
"31",32,3.61335414578823,2.81787656137279,4.81250797440703
"32",33,3.49617242195983,2.74303026503186,4.62977721974431
"33",34,3.35503635937649,2.65004729897596,4.41204879121763
"34",35,3.18841938064778,2.54091214232375,4.1573018691443
"35",36,2.99651247035594,2.41093187578536,3.85997926549463
"36",37,2.77966153358508,2.26311023929334,3.53557836468119
"37",38,2.54134948295163,2.1020550034414,3.1824325608953
"38",39,2.28710785324622,1.92492290062544,2.80957663587898
"39",40,2.02494171591299,1.73822204835067,2.43356254975206
"40",41,1.76400222924535,1.54976351368647,2.06725132433888
"41",42,1.51321360217926,1.36362464708004,1.72146808484284
"42",43,1.2805653722415,1.18188693952805,1.41122037552064
"43",44,1.07210349788606,1.00322007851588,1.14304789272309
"44",45,0.890676121480119,0.84158304734333,0.934220622603114
"45",46,0.736991028897551,0.699443811852969,0.766093281813519
"46",47,0.609735946875272,0.577563256271835,0.6353502601082
"47",48,0.505907565200484,0.470090777852178,0.540163443914296
"48",49,0.422322393139725,0.384821234675469,0.46202847641985
"49",50,0.355505323487889,0.31646456323681,0.397204035366349
"50",51,0.302314174678863,0.263485700809965,0.343351795313027
"51",52,0.260096122785659,0.222422160169923,0.299227459793755
"52",53,0.226382941140103,0.190916487706874,0.264539537391303
"53",54,0.199502850760449,0.166741643983669,0.23480829663141
"54",55,0.177903011312026,0.14788709029609,0.210416900181085
"55",56,0.160521370180505,0.133543442623348,0.19046238442989
"56",57,0.1464258750387,0.122120270123884,0.172950900298222
"57",58,0.134886528705392,0.11345310744678,0.159042467572521
"58",59,0.125402081792628,0.105797751446987,0.147914278147435
"59",60,0.117580700522244,0.099923372678508,0.139081755191873
"60",61,0.111059020439684,0.0939991055041784,0.13230686281705
"61",62,0.105508413295297,0.0887032624781266,0.127404750399225
"62",63,0.100964256416323,0.0836889167877874,0.123181050518675
"63",64,0.0969955602433999,0.0795526119962976,0.120968146033398
"64",65,0.0937339057776465,0.0758853036495851,0.118642861324274
"65",66,0.0908290346358997,0.0725666081876871,0.117060747680416
"66",67,0.0883356580432802,0.0695421997649703,0.116785303736335
"67",68,0.0861765843635043,0.067030408888169,0.115263928485513
"68",69,0.0841860903835721,0.0642239963389446,0.115599235189998
"69",70,0.082435243627148,0.0621901975121531,0.114011300386394
"70",71,0.081112614755955,0.0600706521158207,0.114246815943405
"71",72,0.0797289024792977,0.0578380131053089,0.114374687669433
"72",73,0.0783694277040109,0.0557781273028308,0.11477076412304
"73",74,0.0773023481568711,0.0539975311619596,0.115666187003312
"74",75,0.0763280439070479,0.0523565263490243,0.116703354481096
