"","time","estimate","upperRt","lowerRt","beta","delta","gamma","est_S","true_S","true_rt"
"1",NA,6.65092203037456,NA,NA,0.967107115576747,0.95808087021686,0.145404028464468,0.999962507403136,0.999933450291884,1.99988769356686
"2",5,6.05326622759041,10.4185404637773,3.53440419430177,0.611841539010996,1.1063658553412,0.10107131177524,0.99995099897316,0.999921819236454,1.99986689903566
"3",6,3.31991671078058,4.76540823149609,2.22927949594175,0.489675809476748,1.07389990503037,0.14748727097296,0.999938012159055,0.99990879310662,1.9998436364361
"4",7,2.33330241388461,3.14288036810388,1.70830950938481,0.425068476094071,1.13620411829182,0.182160681575477,0.999923499245478,0.9998942004438,1.9998175835513
"5",8,2.19229695662922,2.88339393739116,1.6523530164586,0.398548582038654,1.06817392151839,0.181778073486836,0.999907000668898,0.99987785173563,1.99978839742817
"6",9,1.99537233090143,2.60081395298079,1.53231161906615,0.36542780596751,0.967708794103119,0.183117233214788,0.999888499181417,0.999859535393648,1.99975569899656
"7",10,2.28285028773305,2.98972117107658,1.73928576798794,0.348214020999352,0.981531923004748,0.152514625296591,0.999867998544691,0.999839014617622,1.99971906502229
"8",11,2.6193761396035,3.39895504371395,1.9900917318541,0.330724172566905,0.971849274615945,0.126241094316371,0.999844999908019,0.999816024315109,1.99967802183287
"9",12,2.49340315947301,3.20844724457422,1.96982335029109,0.329037630963647,0.992270994994582,0.131939382585922,0.999818994669954,0.999790267391196,1.99963203915268
"10",13,2.27088346435068,2.85272686410196,1.8230383059657,0.309492582130896,1.08413583778906,0.136258682334836,0.99978999967606,0.999761411119914,1.99958052267784
"11",14,2.01123183163305,2.44285952767517,1.63621530309543,0.301254396601388,1.12869042089339,0.149749688094832,0.999757490251544,0.999729082851799,1.999522806813
"12",15,1.90260733357362,2.310597392302,1.56603266823726,0.292035164823197,1.115590791803,0.153449336589536,0.999721500333741,0.999692865201061,1.99945814607892
"13",16,2.03241835378751,2.43367101257316,1.70129358056632,0.294071613251063,1.09735094831273,0.144644335813329,0.999680994803917,0.999652290714551,1.99938570547744
"14",17,2.04483552357532,2.41539780596523,1.73408788929414,0.291540396369319,1.01948136112101,0.14252203716249,0.999635481434268,0.999606835832494,1.9993045498175
"15",18,2.18061520471797,2.58438729940216,1.82940806594619,0.291249910615017,1.02360731940004,0.133507688706418,0.999584498842274,0.999555914243534,1.99921363162186
"16",19,2.13009660945993,2.47210873103973,1.8121325469203,0.288296716957744,1.02945700475467,0.135280483199417,0.999527506348311,0.999498869462724,1.99911177781863
"17",20,2.06763251754864,2.38128880544557,1.79700609532122,0.289764038632724,0.987625549268182,0.140067722104036,0.999463488457069,0.999434966402927,1.99899767487381
"18",21,2.00366404027146,2.2918192201019,1.75107681748095,0.289177236266688,1.00113194443468,0.144236466897894,0.999392019061243,0.999363381709816,1.99886985190455
"19",22,1.96095153108713,2.22475244070558,1.72669509806383,0.286858143299297,0.989188639695179,0.14618453218759,0.999311990649745,0.999283193530016,1.99872666131292
"20",23,1.9446162095898,2.18172290530257,1.72883143103408,0.289705132372274,0.962389745963296,0.148862144885073,0.999221993643637,0.99919337011855,1.99856625827646
"21",24,1.97431503040167,2.20886766367432,1.76696218416801,0.28939380141553,0.968704911714533,0.146450573292941,0.999121496897679,0.999092756689866,1.99838657790517
"22",25,2.06524487902034,2.328423921393,1.84002461844505,0.285852266240784,0.990080309283215,0.138273667294561,0.999008988240483,0.998980060653933,1.99818530887124
"23",26,1.99895188453112,2.20790454165235,1.79946098644148,0.285525834793498,1.01513547921461,0.142678227051966,0.998883029458112,0.998853835338316,1.99795986379103
"24",27,2.10929652593913,2.32807773793344,1.90817064081603,0.283146078192995,1.02082714004092,0.134068290099175,0.998741640179235,0.998712461963627,1.99770734655648
"25",28,2.1095205170237,2.32308624373935,1.9330097790052,0.2819223411606,1.03553491673597,0.133453482109448,0.998583004877093,0.998554129512819,1.99742451614458
"26",29,1.95035985888942,2.12581770735688,1.79674401397832,0.283544544002446,1.03405974183344,0.145148817320027,0.998405481093692,0.998376812228164,1.99710774617905
